filename,width,height,class,xmin,ymin,xmax,ymax
vid_26_125.jpg,664,1182,chair,142,326,343,508
vid_26_125.jpg,664,1182,chair,405,335,546,490
vid_24_210.jpg,664,1182,bag,160,566,658,1083
vid_3_088.jpg,1182,664,phone,447,250,636,382
vid_3_088.jpg,1182,664,laptop,45,34,486,210
vid_9_086.jpg,664,1182,laptop,86,505,601,756
vid_9_086.jpg,664,1182,phone,1,901,220,1100
vid_28_039.jpg,664,1182,bag,86,318,396,680
VID_20180112_114601943_040.jpg,664,1182,bag,202,706,490,922
VID_20180112_114601943_040.jpg,664,1182,bin,1,831,146,1151
VID_20180112_114434719_062.jpg,664,1182,bag,199,519,401,805
VID_20180112_114434719_062.jpg,664,1182,chair,40,544,213,705
VID_20180112_114434719_062.jpg,664,1182,chair,443,572,654,785
VID_20180112_114434719_062.jpg,664,1182,chair,571,356,664,653
vid_27_186.jpg,664,1182,bag,55,316,464,559
vid_27_186.jpg,664,1182,chair,2,46,201,311
vid_27_186.jpg,664,1182,chair,490,106,664,406
vid_27_038.jpg,664,1182,bag,251,469,664,854
vid_27_038.jpg,664,1182,chair,118,196,266,367
vid_10_040.jpg,664,1182,laptop,175,220,646,744
vid_8_177.jpg,664,1182,laptop,286,341,585,568
vid_8_177.jpg,664,1182,phone,218,631,329,686
vid_25_032.jpg,664,1182,bag,78,633,370,937
VID_20180112_114505628_073.jpg,664,1182,bag,220,368,548,678
VID_20180112_114505628_073.jpg,664,1182,chair,99,1,398,189
VID_20180112_114505628_073.jpg,664,1182,bin,123,225,387,552
VID_20180112_114359793_100.jpg,1182,664,bag,493,258,584,359
VID_20180112_114359793_100.jpg,1182,664,chair,306,273,414,357
VID_20180112_114359793_100.jpg,1182,664,chair,510,281,662,569
VID_20180112_114359793_100.jpg,1182,664,chair,191,291,414,650
VID_20180112_114359793_100.jpg,1182,664,chair,39,369,255,641
vid_32_116.jpg,664,1182,remote,101,487,457,585
vid_22_035.jpg,664,1182,laptop,113,305,374,711
vid_28_070.jpg,664,1182,bag,132,357,518,801
vid_30_114.jpg,664,1182,remote,192,408,573,562
vid_24_158.jpg,664,1182,bag,193,72,520,572
VID_20180112_114434719_018.jpg,664,1182,bag,224,520,464,719
VID_20180112_114434719_018.jpg,664,1182,chair,481,583,602,820
vid_5_149.jpg,664,1182,phone,146,364,544,556
vid_27_097.jpg,664,1182,bag,109,490,531,741
vid_27_097.jpg,664,1182,chair,312,283,532,462
VID_20180112_114659775_013.jpg,664,1182,bag,57,705,225,914
vid_27_070.jpg,664,1182,bag,144,331,564,629
vid_27_070.jpg,664,1182,chair,177,159,391,355
vid_25_163.jpg,664,1182,bag,141,441,470,851
vid_31_052.jpg,664,1182,remote,193,452,346,655
vid_31_052.jpg,664,1182,chair,223,30,498,403
vid_31_052.jpg,664,1182,chair,471,3,571,185
vid_31_052.jpg,664,1182,bin,479,353,621,541
VID_20180112_114505628_110.jpg,664,1182,bag,170,302,493,603
VID_20180112_114505628_110.jpg,664,1182,bin,106,127,359,398
vid_2_046.jpg,664,1182,phone,71,352,399,736
vid_30_127.jpg,664,1182,remote,113,417,341,694
VID_20180112_114546111_065.jpg,664,1182,bag,282,651,502,867
VID_20180112_114434719_105.jpg,664,1182,bag,53,434,323,781
VID_20180112_114434719_105.jpg,664,1182,chair,3,334,127,526
VID_20180112_114434719_105.jpg,664,1182,chair,280,455,475,674
VID_20180112_114434719_105.jpg,664,1182,chair,54,794,413,1182
vid_27_116.jpg,664,1182,bag,159,522,569,795
vid_27_116.jpg,664,1182,chair,2,317,181,508
vid_27_116.jpg,664,1182,chair,359,328,592,522
vid_24_104.jpg,664,1182,bag,403,300,656,696
vid_26_059.jpg,664,1182,bag,103,187,510,568
vid_26_059.jpg,664,1182,chair,191,1,412,178
vid_33_088.jpg,664,1182,remote,201,580,385,636
vid_4_170.jpg,664,1182,phone,318,109,613,270
vid_29_005.jpg,664,1182,bag,119,231,618,824
VID_20180112_114546111_032.jpg,664,1182,bag,384,680,541,873
VID_20180112_114546111_032.jpg,664,1182,bin,312,935,566,1182
vid_32_151.jpg,664,1182,remote,244,447,407,507
VID_20180112_114434719_096.jpg,664,1182,bag,88,370,486,692
VID_20180112_114434719_096.jpg,664,1182,chair,347,619,604,1112
vid_1_005.jpg,664,1182,phone,85,362,605,733
vid_6_244.jpg,664,1182,laptop,2,1,332,123
vid_6_244.jpg,664,1182,laptop,68,175,664,800
vid_6_144.jpg,664,1182,laptop,146,241,638,725
vid_6_144.jpg,664,1182,chair,190,3,525,358
vid_5_153.jpg,664,1182,phone,138,353,526,542
vid_6_114.jpg,664,1182,laptop,123,300,485,548
vid_26_035.jpg,664,1182,bag,130,280,534,734
vid_26_035.jpg,664,1182,chair,246,2,497,284
vid_6_246.jpg,664,1182,laptop,7,2,353,113
vid_33_017.jpg,664,1182,remote,8,467,636,702
vid_24_076.jpg,664,1182,bag,3,358,518,863
vid_26_110.jpg,664,1182,bag,93,345,495,685
vid_26_110.jpg,664,1182,chair,244,12,473,218
vid_26_110.jpg,664,1182,chair,525,44,664,236
vid_20_004.jpg,664,1182,phone,258,535,355,664
vid_28_071.jpg,664,1182,bag,101,342,474,739
vid_7_106.jpg,664,1182,laptop,370,1,664,149
vid_7_106.jpg,664,1182,laptop,105,296,605,516
vid_26_005.jpg,664,1182,bag,129,479,490,917
vid_26_005.jpg,664,1182,chair,337,75,562,361
vid_7_025.jpg,664,1182,laptop,135,185,535,391
vid_33_038.jpg,664,1182,remote,184,530,438,600
vid_25_035.jpg,664,1182,bag,65,690,365,992
vid_25_156.jpg,664,1182,bag,158,411,459,778
vid_24_037.jpg,664,1182,bag,224,426,496,809
VID_20180112_114434719_077.jpg,664,1182,bag,71,447,408,756
VID_20180112_114434719_077.jpg,664,1182,chair,32,447,199,613
VID_20180112_114434719_077.jpg,664,1182,chair,438,590,664,894
vid_6_059.jpg,664,1182,laptop,69,285,407,545
vid_21_008.jpg,664,1182,phone,114,494,534,835
VID_20180112_114546111_058.jpg,664,1182,bag,191,702,436,953
vid_3_103.jpg,1182,664,phone,541,232,716,341
vid_3_103.jpg,1182,664,laptop,152,37,540,204
VID_20180112_114546111_070.jpg,664,1182,bag,359,607,581,825
VID_20180112_114546111_070.jpg,664,1182,laptop,2,203,137,387
VID_20180112_114546111_070.jpg,664,1182,bin,1,633,163,945
VID_20180112_114659775_028.jpg,664,1182,bag,381,736,550,958
VID_20180112_114659775_028.jpg,664,1182,chair,1,873,163,1182
vid_27_117.jpg,664,1182,bag,154,519,566,790
vid_27_117.jpg,664,1182,chair,1,291,185,501
vid_27_117.jpg,664,1182,chair,369,322,581,516
vid_7_046.jpg,664,1182,laptop,99,186,591,480
vid_32_092.jpg,664,1182,remote,52,48,585,179
vid_29_044.jpg,664,1182,bag,305,558,659,967
vid_8_084.jpg,664,1182,laptop,143,313,658,781
vid_8_084.jpg,664,1182,phone,94,956,309,1163
VID_20180112_114359793_098.jpg,1182,664,bag,509,257,603,359
VID_20180112_114359793_098.jpg,1182,664,chair,315,277,439,367
VID_20180112_114359793_098.jpg,1182,664,chair,524,296,689,576
VID_20180112_114359793_098.jpg,1182,664,chair,210,291,429,650
VID_20180112_114359793_098.jpg,1182,664,chair,46,378,265,641
vid_3_080.jpg,1182,664,phone,380,176,600,324
VID_20180112_114546111_021.jpg,664,1182,bag,375,637,593,842
VID_20180112_114546111_021.jpg,664,1182,bin,214,922,497,1182
vid_5_123.jpg,664,1182,phone,264,281,547,441
vid_6_092.jpg,664,1182,laptop,2,184,663,652
vid_1_137.jpg,664,1182,phone,153,407,647,692
vid_1_128.jpg,664,1182,phone,24,547,664,921
vid_6_001.jpg,664,1182,laptop,174,216,581,646
vid_33_027.jpg,664,1182,remote,291,531,623,663
vid_5_032.jpg,664,1182,phone,204,445,408,550
vid_27_146.jpg,664,1182,bag,110,428,515,657
vid_27_146.jpg,664,1182,chair,84,241,326,425
vid_6_006.jpg,664,1182,laptop,141,274,564,689
vid_30_135.jpg,664,1182,remote,247,287,407,586
vid_7_145.jpg,664,1182,laptop,1,347,410,672
vid_7_145.jpg,664,1182,bag,151,33,360,166
VID_20180112_114434719_047.jpg,664,1182,bag,279,557,492,806
VID_20180112_114434719_047.jpg,664,1182,chair,152,574,296,739
VID_20180112_114434719_047.jpg,664,1182,chair,507,594,664,774
vid_32_117.jpg,664,1182,remote,121,484,462,570
vid_10_050.jpg,664,1182,laptop,153,583,486,945
vid_10_050.jpg,664,1182,laptop,330,78,647,245
vid_28_110.jpg,664,1182,bag,81,611,342,974
vid_2_107.jpg,664,1182,phone,224,467,458,685
vid_2_086.jpg,664,1182,phone,76,552,407,811
vid_28_029.jpg,664,1182,bag,115,333,409,703
vid_6_043.jpg,664,1182,laptop,148,276,440,567
vid_6_043.jpg,664,1182,chair,248,102,510,392
vid_6_043.jpg,664,1182,bag,97,100,271,228
vid_24_015.jpg,664,1182,bag,25,258,574,835
vid_2_076.jpg,664,1182,phone,144,340,664,864
vid_9_056.jpg,664,1182,laptop,155,518,523,692
vid_9_056.jpg,664,1182,phone,123,864,274,1001
vid_26_006.jpg,664,1182,bag,123,514,482,948
vid_26_006.jpg,664,1182,chair,312,126,557,419
VID_20180112_114601943_068.jpg,664,1182,bag,263,472,436,664
VID_20180112_114601943_068.jpg,664,1182,bin,1,607,207,928
vid_1_061.jpg,664,1182,phone,131,352,523,598
vid_30_079.jpg,664,1182,remote,144,486,455,722
vid_32_036.jpg,664,1182,remote,275,698,440,753
vid_27_125.jpg,664,1182,bag,83,519,508,800
vid_27_125.jpg,664,1182,chair,301,300,540,512
VID_20180112_114546111_068.jpg,664,1182,bag,331,644,566,848
VID_20180112_114359793_087.jpg,1182,664,bag,474,275,578,388
VID_20180112_114359793_087.jpg,1182,664,chair,108,310,223,383
VID_20180112_114359793_087.jpg,1182,664,chair,251,288,390,380
VID_20180112_114359793_087.jpg,1182,664,chair,485,321,678,621
vid_27_121.jpg,664,1182,bag,102,518,534,785
vid_27_121.jpg,664,1182,chair,1,294,153,490
vid_27_121.jpg,664,1182,chair,327,307,565,503
VID_20180112_114659775_024.jpg,664,1182,bag,402,746,564,947
VID_20180112_114659775_024.jpg,664,1182,chair,163,892,348,1182
VID_20180112_114434719_073.jpg,664,1182,bag,142,470,432,758
VID_20180112_114434719_073.jpg,664,1182,chair,41,462,258,613
VID_20180112_114434719_073.jpg,664,1182,chair,468,564,664,888
VID_20180112_114505628_058.jpg,664,1182,bag,138,392,453,722
VID_20180112_114505628_058.jpg,664,1182,chair,227,1,570,402
VID_20180112_114505628_058.jpg,664,1182,bin,118,255,377,468
vid_30_080.jpg,664,1182,remote,140,479,459,720
vid_5_052.jpg,664,1182,phone,175,383,379,467
vid_25_180.jpg,664,1182,bag,130,464,484,887
vid_4_033.jpg,664,1182,phone,4,370,560,645
vid_29_031.jpg,664,1182,bag,52,469,459,929
vid_28_144.jpg,664,1182,bag,96,234,451,636
vid_10_027.jpg,664,1182,laptop,124,422,530,864
vid_7_004.jpg,664,1182,laptop,7,218,634,744
vid_27_184.jpg,664,1182,bag,55,353,412,580
vid_27_184.jpg,664,1182,chair,2,116,203,346
vid_27_184.jpg,664,1182,chair,462,152,664,436
vid_7_141.jpg,664,1182,laptop,25,369,470,700
vid_5_152.jpg,664,1182,phone,140,364,535,555
vid_6_058.jpg,664,1182,laptop,76,292,418,548
vid_27_012.jpg,664,1182,bag,170,503,519,808
vid_27_012.jpg,664,1182,chair,73,344,251,501
vid_27_012.jpg,664,1182,chair,284,318,405,445
vid_28_064.jpg,664,1182,bag,227,339,643,817
vid_19_051.jpg,664,1182,phone,138,348,262,458
vid_21_079.jpg,664,1182,phone,121,392,227,514
vid_28_052.jpg,664,1182,bag,198,331,582,787
vid_29_008.jpg,664,1182,bag,34,219,575,834
vid_1_021.jpg,664,1182,phone,274,396,647,680
vid_26_139.jpg,664,1182,bag,220,405,546,687
vid_26_139.jpg,664,1182,chair,1,95,137,373
vid_26_139.jpg,664,1182,chair,262,192,443,350
vid_26_139.jpg,664,1182,chair,474,229,621,364
vid_22_039.jpg,664,1182,laptop,196,351,410,744
vid_22_008.jpg,664,1182,laptop,14,45,536,586
vid_6_181.jpg,664,1182,laptop,198,318,477,696
vid_6_181.jpg,664,1182,bag,281,153,453,292
vid_6_181.jpg,664,1182,bag,465,172,657,307
vid_22_123.jpg,664,1182,laptop,69,428,452,723
vid_28_112.jpg,664,1182,bag,147,590,423,983
vid_30_110.jpg,664,1182,remote,105,416,557,535
VID_20180112_114601943_021.jpg,664,1182,bag,209,489,427,613
VID_20180112_114601943_021.jpg,664,1182,bin,1,523,146,753
vid_23_024.jpg,1182,664,laptop,401,242,567,486
vid_6_098.jpg,664,1182,laptop,2,212,664,679
vid_2_014.jpg,664,1182,phone,276,523,584,745
VID_20180112_114601943_003.jpg,664,1182,bag,369,595,610,745
VID_20180112_114601943_003.jpg,664,1182,laptop,97,273,263,416
VID_20180112_114601943_003.jpg,664,1182,bin,84,614,297,884
VID_20180112_114359793_020.jpg,1182,664,bag,393,215,587,434
VID_20180112_114359793_020.jpg,1182,664,chair,258,246,437,412
VID_20180112_114359793_020.jpg,1182,664,chair,655,265,848,435
VID_20180112_114359793_020.jpg,1182,664,chair,780,111,916,395
VID_20180112_114359793_020.jpg,1182,664,box,832,334,958,444
vid_4_002.jpg,664,1182,phone,90,528,379,666
VID_20180112_114601943_072.jpg,664,1182,bag,221,330,405,558
vid_30_047.jpg,664,1182,remote,119,352,373,531
vid_24_108.jpg,664,1182,bag,301,296,550,708
vid_5_168.jpg,664,1182,phone,59,344,262,455
vid_32_002.jpg,664,1182,remote,229,333,560,436
vid_3_081.jpg,1182,664,phone,392,183,602,326
vid_24_206.jpg,664,1182,bag,153,463,658,992
vid_20_095.jpg,664,1182,phone,141,420,520,790
vid_10_030.jpg,664,1182,laptop,112,341,543,809
vid_3_006.jpg,1182,664,phone,463,168,570,301
vid_24_101.jpg,664,1182,bag,407,328,664,704
vid_7_036.jpg,664,1182,laptop,104,244,531,452
vid_30_022.jpg,664,1182,remote,271,669,381,778
vid_30_022.jpg,664,1182,chair,43,270,220,426
vid_30_022.jpg,664,1182,chair,375,334,541,620
vid_30_022.jpg,664,1182,chair,370,694,664,1146
vid_31_000.jpg,664,1182,remote,87,350,482,557
vid_6_209.jpg,664,1182,laptop,46,187,496,708
vid_7_031.jpg,664,1182,laptop,26,209,487,419
vid_29_043.jpg,664,1182,bag,275,580,654,986
vid_6_200.jpg,664,1182,laptop,92,173,601,913
vid_6_200.jpg,664,1182,bag,319,1,562,146
vid_26_003.jpg,664,1182,bag,115,418,497,875
vid_26_003.jpg,664,1182,chair,318,30,562,300
vid_1_072.jpg,664,1182,phone,52,316,488,606
vid_32_072.jpg,664,1182,remote,92,424,604,691
vid_27_096.jpg,664,1182,bag,125,480,538,753
vid_27_096.jpg,664,1182,chair,329,275,544,478
vid_33_019.jpg,664,1182,remote,4,495,554,678
vid_6_082.jpg,664,1182,laptop,57,242,474,525
VID_20180112_114359793_109.jpg,1182,664,bag,476,204,573,307
VID_20180112_114359793_109.jpg,1182,664,chair,285,227,395,312
VID_20180112_114359793_109.jpg,1182,664,chair,500,228,663,531
VID_20180112_114359793_109.jpg,1182,664,chair,144,245,408,620
VID_20180112_114359793_109.jpg,1182,664,chair,8,327,236,599
vid_26_007.jpg,664,1182,bag,114,536,469,968
vid_26_007.jpg,664,1182,chair,290,159,538,408
vid_8_086.jpg,664,1182,laptop,109,269,631,753
vid_8_086.jpg,664,1182,phone,55,933,263,1131
vid_28_010.jpg,664,1182,bag,104,234,574,783
vid_26_119.jpg,664,1182,bag,98,589,430,881
vid_26_119.jpg,664,1182,chair,201,297,387,466
vid_26_119.jpg,664,1182,chair,447,272,597,429
VID_20180112_114505628_053.jpg,664,1182,bag,204,433,497,741
VID_20180112_114505628_053.jpg,664,1182,chair,296,2,620,447
VID_20180112_114505628_053.jpg,664,1182,bin,192,319,415,494
vid_24_154.jpg,664,1182,bag,162,42,496,551
VID_20180112_114434719_113.jpg,664,1182,bag,149,429,443,816
VID_20180112_114434719_113.jpg,664,1182,chair,88,276,202,420
VID_20180112_114434719_113.jpg,664,1182,chair,194,317,349,506
VID_20180112_114434719_113.jpg,664,1182,chair,414,480,647,753
VID_20180112_114434719_113.jpg,664,1182,chair,3,851,407,1182
VID_20180112_114546111_039.jpg,664,1182,bag,304,657,482,859
VID_20180112_114546111_039.jpg,664,1182,bin,196,907,445,1182
vid_33_007.jpg,664,1182,remote,171,472,504,592
vid_24_156.jpg,664,1182,bag,168,95,487,585
VID_20180112_114434719_030.jpg,664,1182,bag,297,542,521,766
vid_33_065.jpg,664,1182,remote,48,106,310,176
vid_26_012.jpg,664,1182,bag,78,645,415,1059
vid_26_012.jpg,664,1182,chair,246,289,462,507
vid_21_014.jpg,664,1182,phone,164,505,512,780
vid_7_087.jpg,664,1182,laptop,76,129,664,406
vid_27_190.jpg,664,1182,bag,54,326,532,623
vid_27_190.jpg,664,1182,chair,18,52,273,318
vid_20_034.jpg,664,1182,phone,242,492,381,748
vid_7_172.jpg,664,1182,laptop,125,424,447,823
vid_24_103.jpg,664,1182,bag,419,305,664,687
vid_24_021.jpg,664,1182,bag,60,366,456,820
VID_20180112_114359793_043.jpg,1182,664,bag,450,237,624,412
VID_20180112_114359793_043.jpg,1182,664,chair,5,279,215,421
VID_20180112_114359793_043.jpg,1182,664,chair,382,255,552,372
VID_20180112_114359793_043.jpg,1182,664,chair,693,295,843,486
VID_20180112_114359793_043.jpg,1182,664,chair,943,130,1128,427
VID_20180112_114359793_043.jpg,1182,664,box,987,386,1126,512
vid_4_068.jpg,664,1182,phone,103,311,375,456
vid_6_055.jpg,664,1182,laptop,102,307,441,563
vid_6_055.jpg,664,1182,chair,15,98,301,361
vid_24_203.jpg,664,1182,bag,113,367,657,936
vid_10_041.jpg,664,1182,laptop,163,285,605,768
vid_7_085.jpg,664,1182,laptop,120,161,664,403
vid_22_022.jpg,664,1182,laptop,107,318,405,617
vid_24_067.jpg,664,1182,bag,1,128,517,630
VID_20180112_114505628_104.jpg,664,1182,bag,116,124,463,470
VID_20180112_114505628_104.jpg,664,1182,bin,31,1,312,222
vid_26_041.jpg,664,1182,bag,103,339,481,772
vid_26_041.jpg,664,1182,chair,124,62,368,330
VID_20180112_114359793_014.jpg,1182,664,bag,468,252,645,449
VID_20180112_114359793_014.jpg,1182,664,chair,1,384,181,558
VID_20180112_114359793_014.jpg,1182,664,chair,375,299,529,431
VID_20180112_114359793_014.jpg,1182,664,chair,727,292,887,466
VID_20180112_114359793_014.jpg,1182,664,chair,885,111,1042,407
VID_20180112_114359793_014.jpg,1182,664,box,959,347,1097,472
vid_28_048.jpg,664,1182,bag,214,397,585,858
vid_7_113.jpg,664,1182,laptop,97,355,573,552
vid_7_113.jpg,664,1182,laptop,297,1,625,190
vid_4_102.jpg,664,1182,phone,20,524,223,639
vid_4_097.jpg,664,1182,phone,57,583,238,685
vid_6_180.jpg,664,1182,laptop,191,350,470,723
vid_6_180.jpg,664,1182,bag,271,192,441,317
vid_6_180.jpg,664,1182,bag,466,208,655,335
VID_20180112_114505628_057.jpg,664,1182,bag,154,395,464,706
VID_20180112_114505628_057.jpg,664,1182,chair,238,1,575,396
VID_20180112_114505628_057.jpg,664,1182,bin,137,259,386,468
vid_29_010.jpg,664,1182,bag,2,319,487,897
vid_27_124.jpg,664,1182,bag,77,512,515,784
vid_27_124.jpg,664,1182,chair,313,294,553,487
vid_5_166.jpg,664,1182,phone,41,317,263,426
VID_20180112_114434719_028.jpg,664,1182,bag,310,548,538,766
vid_28_030.jpg,664,1182,bag,124,330,427,695
vid_23_043.jpg,1182,664,laptop,154,125,594,632
VID_20180112_114359793_019.jpg,1182,664,bag,396,212,597,429
VID_20180112_114359793_019.jpg,1182,664,chair,277,235,434,385
VID_20180112_114359793_019.jpg,1182,664,chair,661,271,862,435
VID_20180112_114359793_019.jpg,1182,664,chair,798,111,925,396
VID_20180112_114359793_019.jpg,1182,664,box,845,335,973,460
vid_23_031.jpg,1182,664,laptop,395,327,628,591
